Sr No	Date 	Startup Name	Industry Vertical	SubVertical	City Location	Investors Name	InvestmentnType	Amount Clean	Is _disclosed
2399	07-09-15	Zomato	Restaurant Ratings & Reviews platform	nan	Gurgaon	"Temasek, Vy Capital"	Private Equity	"6,00,00,000"	Yes
2400	07-09-15	Sahayog Dairy	Dairy Based Product Manufacturer	nan	Bhopal	Acumen Fund	Private Equity	"18,00,000"	Yes
2401	08-09-15	MockBank	Government Test Preparation platform	nan	Bengaluru	Blume Ventures	Seed Funding	"4,00,000"	Yes
2402	08-09-15	ReportBee	Smart Report Cards for Schools	nan	Chennai	India Educational Investment Fund	Seed Funding		No
2403	08-09-15	GuruG Learning	Teacher empowerment platform	nan	Bengaluru	India Educational Investment Fund	Seed Funding		No
2404	10-09-15	OnlineTyari	Multilingual Test Preparation Platform	nan	Gurgaon	"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai"	Private Equity	"7,70,000"	Yes
2405	10-09-15	IndustryBuying	Industrial Tools Marketplace	nan	New Delhi	"Kalaari Capital, SAIF Partners, Beenextan investment fund"	Private Equity	"92,00,000"	Yes
2406	10-09-15	The/Nudge Foundation	Non Profit Organization to alleviate poverty	nan	Bengaluru	"Nanadan Nilekani, InMobi, Paytm"	Seed Funding	"3,15,000"	Yes
2407	11-09-15	FitMeIn	Gym & Fitness Studios Subscription platform	nan	New Delhi	Green House Ventures	Seed Funding	"1,00,000"	Yes
2408	11-09-15	Envoged	pre-used luxury item Marketplace	nan	Mumbai	"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar"	Seed Funding		No
2409	11-09-15	Zapyle	pre-used apparel shopping mobile app	nan	Bengaluru	N/A	Seed Funding	"10,00,000"	Yes
2410	11-09-15	Renomania	Home Design & D\\xc3\\xa9cor platform	nan	New Delhi	Subodh Gupta	Seed Funding		No
2411	12-09-15	CredR	Used Vehicles Marketplace	nan	Mumbai	Eight Road Ventures	Private Equity	"1,50,00,000"	Yes
2412	12-09-15	YatraGenie	Online Bus & Cab ticketing platform	nan	Hyderabad	Ash Bhardwaj	Private Equity		No
2413	14-09-15	CanvasFlip	Mobile App testing platform	nan	Hyderabad	Bessemer Venture Partners	Seed Funding	"12,00,000"	Yes
2414	14-09-15	Shadowfax	Hyperlocal Delivery Services	nan	Gurgaon	Eight Roads Ventures	Private Equity	"90,00,000"	Yes
2415	14-09-15	UE Life Sciences	Early Cancer Detection Solutions	nan	Not Specified	"Aarin Capital, Unitus Seed Fund"	Private Equity	"30,00,000"	Yes
2416	14-09-15	Ola Cabs	Cab rental Mobile app	nan	Bengaluru	"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank"	Private Equity	"22,50,00,000"	Yes
2417	15-09-15	Coverfox	Online Insurance Distribution Platform	nan	Mumbai	Cataraman Ventures	Private Equity	"20,00,000"	Yes
2418	15-09-15	MoEngage	Mobile Marketing Automation Platform	nan	Bengaluru	"Helion Venture Partners, Exfinity Ventures"	Private Equity	"42,50,000"	Yes
2419	15-09-15	Mubble	Prepaid Mobile Bill Manager App	nan	Bengaluru	Nandan Nilekani	Seed Funding		No
2420	15-09-15	Tea Trails	Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s	nan	Mumbai	"Anil Matai, Vikram Tandon, Shyam Sundar R & others"	Seed Funding	"10,00,000"	Yes
2421	15-09-15	Room on Call	Branded Budget Hotel Marketplace	nan	Noida	Payal Syal	Seed Funding	"3,00,000"	Yes
2422	15-09-15	FYNE	Home Fitting & Fixtures Marketplace	nan	Bengaluru	Sandeep Dama & Others	Seed Funding		No
2423	16-09-15	ChaiPoint	Food Subscription platform	nan	Bengaluru	Eight Roads Ventures	Private Equity	"1,00,00,000"	Yes
2424	16-09-15	WedmeGood.com	Wedding Planning Platform	nan	Gurgaon	Indian Angel Network	Seed Funding	"4,10,000"	Yes
2425	16-09-15	XSTOK	B2B Mobile Auction Marketplace	nan	Mumbai	Oliphans Capital	Seed Funding	"4,50,000"	Yes
2426	17-09-15	UniLog	ECommerce Data Analytics Platform	nan	Bengaluru	Kalaari Capital	Private Equity		No
2427	17-09-15	Paintcollar	Designer Merchandize Marketplace	nan	Mumbai	Applyifi	Seed Funding		No
2428	17-09-15	YepMe	Private label Fashion eTailer	nan	Gurgaon	"Khazanah Nasional Berhad, Helion Venture Partners"	Private Equity	"7,50,00,000"	Yes
2429	17-09-15	Bueno	Online Food ordering & delivery	nan	Gurgaon	High Networth Individuals (No details)	Seed Funding	"6,00,000"	Yes
2430	18-09-15	Plabro	Real Estate Broker Platform App	nan	New Delhi	"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh"	Seed Funding	"3,50,000"	Yes
2431	18-09-15	CureJoy	Online Health & Wellness platform	nan	Bengaluru	"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna"	Private Equity	"11,50,000"	Yes
2432	18-09-15	Briston Technomach	Internet of Things platform	nan	New Delhi	Undisclosed	Seed Funding	"1,50,000"	Yes
2433	18-09-15	LabStreet	Diagnostic Labs aggregator platform	nan	Gurgaon	Multiple investors	Seed Funding	"1,50,000"	Yes
2434	19-09-15	DailyNinja	Hyperlocal Delivery Platform	nan	Bengaluru	"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,"	Seed Funding		No
2435	21-09-15	Portea Medical	Home Medical Care Services	nan	Bengaluru	"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast"	Private Equity	"3,75,00,000"	Yes
2436	21-09-15	Neotrade Analytics	Real-Time stock data platform	nan	Bengaluru	Rainmatter	Seed Funding	"2,35,000"	Yes
2437	21-09-15	DishCo	Food discovery & table booking app	nan	Mumbai	"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra"	Seed Funding		No
2438	21-09-15	LafaLafa	coupons and cashback aggregator app	nan	Mumbai	500 Startups	Seed Funding	"1,25,000"	Yes
2439	21-09-15	ConnectAbank	Financial Products lead generation platform	nan	Mumbai	Prakhar Bumb	Seed Funding		No
2440	22-09-15	VillFarm	Sustainable Agri-inputs Firm	nan	Bengaluru	"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards"	Seed Funding		No
2441	22-09-15	Bestdealfinance	Financial Services Portal	nan	Mumbai	"Kalaari Capital, YourNest Angel Fund"	Private Equity	"30,00,000"	Yes
2442	22-09-15	GameXS.in	Pre-owned games Marketplace	nan	New Delhi	Lead Angels	Seed Funding		No
2443	22-09-15	The Man Company	Content-based Subscription eCommerce platform	nan	New Delhi	"Karan Bajwa, Amanpreet Bajaj, Manish Vij"	Seed Funding		No
2444	22-09-15	Virtual Logic	"virtual reality, 3d simulation and stereoscopic products"	nan	Bengaluru	Swarnim Multiventures	Private Equity	"8,00,000"	Yes
2445	22-09-15	Furdo	Online Interior Designing platform	nan	Bengaluru	Bhavdeep Reddy	Seed Funding	"4,00,000"	Yes
2446	22-09-15	LogiNext	End-to-end Logistics platform	nan	Mumbai	Paytm	Private Equity	"1,00,00,000"	Yes
2447	22-09-15	Korra	Private Label Apparel sales	nan	New Delhi	Asha Jadeja Motwani & Others	Seed Funding	"3,00,000"	Yes
2448	23-09-15	Credihealth	Healthcare Consulting platform	nan	Gurgaon	Rajat Malhotra	Seed Funding		No
2449	23-09-15	Amigobulls	Stock Market Portal	nan	Bengaluru	"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others"	Seed Funding		No
2450	23-09-15	SilverPush	Cross-device retargeting platform	nan	Gurgaon	M&S Partners	Private Equity	"12,00,000"	Yes
2451	23-09-15	Juggernaut	Digital & Physical Publishing platform	nan	New Delhi	"William Bissell, Neeraj Aggarwal, Nandan Nilekani"	Private Equity	"22,50,000"	Yes
2452	23-09-15	InnerChef	Food Delivery Platform	nan	New Delhi	"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others"	Private Equity	"17,50,000"	Yes
2453	24-09-15	Quintype	Data Driven Publishing platform	nan	Bengaluru	Raghav Bahl	Private Equity	"33,00,000"	Yes
2454	24-09-15	Capabiliti	Employee OnBoarding & Orientation platform	nan	Noida	"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham"	Seed Funding	"4,00,000"	Yes
2455	24-09-15	Fourth Partner Energy	Solar Power Solutions company	nan	Hyderabad	"Infuse Ventures, The Chennai Angels"	Private Equity	"20,00,000"	Yes
2456	24-09-15	Licious	Online Meat Ordering platform	nan	Bengaluru	"Kanwaljit Singh, TV Mohandas Pai"	Seed Funding	"10,00,000"	Yes
2457	25-09-15	TravelKhana	online meal-booking platform for train travelers	nan	New Delhi	Astarc Ventures & Others	Seed Funding		No
2458	28-09-15	Quickli	hyperlocal delivery platform	nan	New Delhi	"500 Startups, Mato Peric & Others"	Seed Funding		No
2459	28-09-15	Ola Cabs	Cab Booking app platform	nan	Bengaluru	Didi Kuaidi	Private Equity	"3,00,00,000"	Yes
2460	29-09-15	Paytm	E-Commerce & M-Commerce platform	nan	New Delhi	"Alibaba Group, Ant Financial"	Private Equity	"68,00,00,000"	Yes
2461	29-09-15	Inmobi	Mobile Advertising platform	nan	Bengaluru	Tennenbaum Capital Partners & Others	Private Equity	"10,00,00,000"	Yes
2462	29-09-15	Peppertap	Hyperlocal Grocery Delivery	nan	Gurgaon	"Sequoia India, SAIF Partners."	Private Equity	"3,60,00,000"	Yes
2463	29-09-15	Hugefly	Ecommerce Product recommendation platform	nan	Pune	Mayank Singhal and others	Seed Funding		No
2464	29-09-15	Brigge	Activity Based Social Network	nan	Chennai	The Chennai Angels	Seed Funding		No
2465	29-09-15	Zakoopi	Fashion Discovery platform	nan	New Delhi	Uniqorn Ventures	Seed Funding	"3,50,000"	Yes
2466	29-09-15	LoanCircle	Consumer lending marketplace	nan	Bengaluru	"Zishaan Hayath, Rahul Khanna & Others"	Seed Funding		No
2467	30-09-15	Infoworks	Big Data Management Platform	nan	Bengaluru	"Nexus Venture Partners, Knoll Ventures and others"	Private Equity	"50,00,000"	Yes
2468	30-09-15	RedDoorz	Budget Accommodation Platform	nan	Noida	Jungle Ventures	Seed Funding	"10,00,000"	Yes
2469	30-09-15	FirstTouch	Local Mobile OS	nan	Gurgaon	"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal"	Seed Funding		No
2470	30-09-15	Eywa Media	Digital Signal processing platform	nan	Bengaluru	"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures"	Seed Funding	"10,00,000"	Yes
2471	01-08-15	Snapdeal	Ecommerce Marketplace	nan	New Delhi	"Alibaba, Foxconn, Softbank"	Private Equity	"50,00,00,000"	Yes
2472	01-08-15	Ressy	Restaurant Discount app	nan	Pune	Mohandas Pai & others	Seed Funding	"4,00,000"	Yes
2473	03-08-15	Cuelearn	Tech-enabled learning	nan	New Delhi	Alok Mittal	Seed Funding		No
2474	03-08-15	Connect India	ECommerce Logistics provider	nan	New Delhi	Aavishkaar	Private Equity	"50,00,000"	Yes
2475	03-08-15	The Home Salon	on-demand home beauty and wellness portal	nan	Mumbai	VentureNursery	Seed Funding		No
2476	03-08-15	Jusride	Self Driven Car rental	nan	Mumbai	"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal"	Seed Funding		No
2477	03-08-15	Oyorooms	Budget Hotel accommodation brand	nan	New Delhi	"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India"	Private Equity	"10,00,00,000"	Yes
2478	03-08-15	Glowship	Energy & Environment Online Marketplace	nan	Bengaluru	Infuse Ventures	Seed Funding		No
2479	03-08-15	Wizrocket	User Engagment & Analytics platform	nan	Mumbai	"Sequoia Capital, Accel Partners"	Private Equity	"96,00,000"	Yes
2480	04-08-15	Pickingo	On-Demand Delivery Logistics	nan	New Delhi	"Orios Venture Partners, Zishaan Hayath"	Private Equity	"13,00,000"	Yes
2481	05-08-15	Grex	fund raising platform for startups	nan	Pune	"Kunal Bajaj, Chandru Badrinarayanan"	Seed Funding	"6,50,000"	Yes
2482	05-08-15	LetsTransport	Logistics Tech Platform	nan	Bengaluru	"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra"	Seed Funding	"13,00,000"	Yes
2483	05-08-15	Zo Rooms	Online budget hotel chain	nan	New Delhi	"Tiger Global Management, Orios Venture Partners"	Private Equity	"3,00,00,000"	Yes
2484	05-08-15	Doormint	Hyperlocal Handyman services	nan	Mumbai	"Helion Venture Partners, Kalaari Capital"	Private Equity	"30,00,000"	Yes
2485	05-08-15	NightStay	hotel booking app	nan	Noida	"BedRock Ventures, Rajesh Sawhney, Shailesh Singh"	Seed Funding	"5,00,000"	Yes
2486	05-08-15	Zocalo	Rental Accomodation finder	nan	New Delhi	"Sachin Bhatia, Rajesh Sawhney"	Seed Funding		No
2487	05-08-15	Sunday Realty Solutions	Tech Platform for property brokers	nan	Mumbai	"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan"	Seed Funding	"7,85,000"	Yes
2488	06-08-15	Klozee	Luxury Apparel rental	nan	Bengaluru	Tracxn Labs	Seed Funding		No
2489	06-08-15	Appvigil	App security testing platform	nan	Mumbai	"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave"	Seed Funding	"5,00,000"	Yes
2490	06-08-15	practo	Doctor Appointment booking app	nan	Bengaluru	"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners"	Private Equity	"9,00,00,000"	Yes
2491	06-08-15	LoudShout	anonymous bulletin board app	nan	New Delhi	"Sanjay Sethi, Ravi Jaipuria & others"	Seed Funding		No
2492	06-08-15	Wetravelsolo	Travel community platform	nan	New Delhi	"CCube Angels, Frontline Strategy"	Seed Funding		No
2493	06-08-15	Ketto	Crowd funding platform	nan	Mumbai	"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture"	Seed Funding	"7,00,000"	Yes
2494	06-08-15	Ezetap	Mobile based PoS solution	nan	Bengaluru	"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings"	Private Equity	"2,50,00,000"	Yes
2495	06-08-15	NDTV ecommerce venture	Car & Bike ecommerce platform	nan	Mumbai	"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita"	Private Equity		No
2496	07-08-15	Carl\\xe2\\x80\\x99s Jr	Fast food Chain Franchisee	nan	Gurgaon	YouWeCan Ventures	Seed Funding	"6,30,000"	Yes
2497	07-08-15	EasyRewardz	Loyalty Programs & Reward Points	nan	Mumbai	"Wealth First, Ashneer Grover, Atul Phadnis"	Private Equity	"5,00,000"	Yes
2498	07-08-15	GIBSS	Energy saving solutions provider	nan	Mumbai	"responsAbility Investments, Infuse Ventures"	Private Equity		No
2499	07-08-15	StoreMore.in	Self-Storage Spaces	nan	Noida	Bedrock Ventures	Seed Funding		No
2500	07-08-15	iOrderFresh	Grocery retail Mobile app	nan	New Delhi	Best Foodworks	Seed Funding		No
2501	10-08-15	MyTaxiIndia	Taxi Rental platform	nan	Gurgaon	"Nihon Kotsu,"	Private Equity	"5,00,000"	Yes
2502	10-08-15	eSadar	ecommerce	nan	New Delhi	"Neha Vats, Gaurav Vats"	Seed Funding	80000.00	Yes
2503	10-08-15	Actionable Analytics	Machine Learning Platform	nan	New Delhi	"B M Gupta, Vinod Singhal"	Seed Funding		No
2504	10-08-15	MyPoolin	mobile social network	nan	New Delhi	QPrize from Qualcomm Ventures	Seed Funding	"2,50,000"	Yes
2505	10-08-15	NearBuy (previously\\xc2\\xa0 groupon India)	Hyper-Local Ecommerce	nan	New Delhi	Sequoia Capital	Private Equity	"1,60,00,000"	Yes
2506	10-08-15	Inkmonk	Online printing marketplace	nan	Chennai	"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture"	Seed Funding	"2,50,000"	Yes
2507	10-08-15	ToneTag	mobile payment software platform	nan	Bengaluru	Reliance Capital Venture	Private Equity	"10,00,000"	Yes
2508	10-08-15	Grey Orange	Automated Storage & Warehousing Solution	nan	Gurgaon	Tiger Global Management	Private Equity	"3,00,00,000"	Yes
2509	11-08-15	Livspace	Home Design & D\\xc3\\xa9cor solutions	nan	Bengaluru	"Helion Ventures, Jungle Ventures & Bessemer Venture Partners"	Private Equity	"80,00,000"	Yes
2510	11-08-15	WOW! MOMO	Quick Service Restaurant Chain	nan	Kolkata	Indian Angel Network	Seed Funding	"16,00,000"	Yes
2511	11-08-15	RainCan	Subscription based Online Grocery platform	nan	Pune	Ajeet Khurana & Others	Seed Funding	"1,00,000"	Yes
2512	11-08-15	Allygrow Technologies	engineering services company	nan	Mumbai	Zodius Technology Fund	Private Equity	"2,00,00,000"	Yes
2513	11-08-15	Infogain	Business and IT consulting	nan	New Delhi	ChrysCapital	Private Equity	"6,30,00,000"	Yes
2514	12-08-15	OneAssist	Credit Card Fraud protection solutions	nan	Mumbai	"Sequoia Capital, Lightspeed Ventures"	Private Equity	"75,00,000"	Yes
2515	12-08-15	BigBasket	Online & mobile Grocery store	nan	Bengaluru	Bessemer Venture Partners	Private Equity	"5,00,00,000"	Yes
2516	12-08-15	Sheroes	Career Community for Women	nan	Noida	"Quintillion Media, 500 Startups"	Seed Funding	"7,70,000"	Yes
2517	12-08-15	Scripbox	Mutual Fund Investing platform	nan	Bengaluru	"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma"	Private Equity	"25,00,000"	Yes
2518	13-08-15	etaout	Ecommerce Marketing Software Platform	nan	Noida	"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors"	Seed Funding	"5,00,000"	Yes
2519	13-08-15	IFMR Holdings	Financial Inclusion platform	nan	Chennai	"Accion, LeapFrog Investments, Lok Capital"	Private Equity	"2,50,00,000"	Yes
2520	13-08-15	Massblurb	Digital Marketing automation solution	nan	Mumbai	"LetsVenture, Mumbai Angels"	Seed Funding		No
2521	13-08-15	Agrostar	Mobile Commerce for Farmers	nan	Pune	IDG Ventures	Private Equity	"40,00,000"	Yes
2522	14-08-15	VoxWeb	Picture based Social App	nan	Mumbai	Jitendra Gupta & others	Seed Funding	"1,00,000"	Yes
2523	14-08-15	Trukky	Logistics service platform	nan	Ahmedabad	"Gujarat based angel investors, MMY co-Founder"	Seed Funding	"2,45,000"	Yes
2524	14-08-15	VanityCube	On-Demand Beauty Services	nan	New Delhi	Group of angel investors	Seed Funding		No
2525	17-08-15	Edu4Share	Exam Preparation Platform	nan	New Delhi	Nalin Jain & other angel investors	Seed Funding	"2,20,000"	Yes
2526	17-08-15	YourStory	Startup Focused Online Publisher	nan	Mumbai	"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay"	Seed Funding		No
2527	17-08-15	Sampurnearth	Waste Management Solutions	nan	Mumbai	"Intellecap Impact Investment Network, family office fund"	Seed Funding	"1,60,000"	Yes
2528	17-08-15	Orobind	App based Fitness coaching	nan	Bengaluru	Existing & New Investors	Private Equity		No
2529	17-08-15	Fixy	On demand cleaning & fixing services	nan	Mumbai	VentureNursery	Seed Funding		No
2530	17-08-15	MSM Box	Beauty & Lifestyle platform	nan	New Delhi	Rohit Goel	Seed Funding		No
2531	17-08-15	ShadowFax	on-demand delivery service	nan	Gurgaon	"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik"	Seed Funding	"3,10,000"	Yes
2532	17-08-15	Gadgets 360	Car & Bike ecommerce platform	nan	New Delhi	One97 Communications	Private Equity		No
2533	18-08-15	Roposo	Fashion Discovery platform	nan	Gurgaon	Tiger Global	Private Equity	"1,50,00,000"	Yes
2534	18-08-15	IntelligenceNODE	Data Analytics Platform	nan	Mumbai	"New Enterprise Associates, Orios Venture Partners"	Private Equity	"42,00,000"	Yes
2535	18-08-15	HyperVerge	Deep Learning Cloud Algorithms	nan	Chennai	"NEA, Milliways Ventures, Naya Ventures"	Seed Funding	"10,00,000"	Yes
2536	18-08-15	Twyst	Location based engagement & rewards platform	nan	Gurgaon	"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal"	Seed Funding		No
2537	18-08-15	IDfy	Online Identity Verification Services platform	nan	Mumbai	"NEA, Blume Ventures & others"	Private Equity		No
2538	18-08-15	Zoojoo.be	Corporate Wellness App	nan	Bengaluru	RoundGlass Partners	Private Equity	"10,00,000"	Yes
2539	19-08-15	Fashionove	Fashion Search & Review Platform	nan	Kolkata	Umesh Yadav	Seed Funding		No
2540	19-08-15	TimeSaverz	"Hyperlocal Maintenance, Repair & Cleaning services"	nan	Mumbai	Unilazer Ventures	Private Equity	"24,00,000"	Yes
2541	19-08-15	Envoged	pre-owned Luxury online apparel seller	nan	Mumbai	"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar"	Seed Funding		No
2542	19-08-15	MebelKart	Online Furniture Marketplace	nan	Bengaluru	AskMe	Private Equity	"2,00,00,000"	Yes
2543	20-08-15	LabsAdvisor	Online Diagnostic Tests Marketplace	nan	New Delhi	Group of Angel Investors	Seed Funding	"1,56,000"	Yes
2544	20-08-15	Flatpebble	Online marketplace for Photographers	nan	Hyderabad	Indian Angel Network	Seed Funding	"6,00,000"	Yes
2545	20-08-15	Bluegape.com	Visual Blogging platform	nan	New Delhi	"ah! Ventures, Times Internet, Rudy Gopalakrishnan"	Seed Funding	"6,00,000"	Yes
2546	21-08-15	ePoise	Job Search Platform	nan	Bengaluru	"Orios Venture Partners, Amit Ranjan & others"	Seed Funding	"5,00,000"	Yes
2547	24-08-15	Jolly Food Fellow	Food Customer analytics platform	nan	Ahmedabad	The 1947	Seed Funding	"3,00,000"	Yes
2548	24-08-15	BookMeIn	Professional Service Appointment booking service	nan	Mumbai	Ajmera Group of Companies	Seed Funding	"4,00,000"	Yes
2549	24-08-15	iZofy	Scientific Horoscope Online Assistance platform	nan	Kolkata	Prime Capital Markets Ltd	Seed Funding		No
2550	24-08-15	rBus	Tech enabled AC bus service	nan	Mumbai	"India Quotient, Anupam Mittal & others"	Seed Funding		No
2551	25-08-15	Qyk App	On-Demand App based Professional service provider	nan	Bengaluru	"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua"	Private Equity	"10,00,000"	Yes
2552	25-08-15	EazyDiner	Restaurant Reservation Platform	nan	Gurgaon	"DSG Consumer Partners, Saama Capital"	Private Equity	"30,00,000"	Yes
2553	25-08-15	RevX	Cross-channel CRM platform	nan	Mumbai	"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital"	Private Equity	"40,00,000"	Yes
2554	25-08-15	ICustomMadeIt	Professional Custom creators Marketplace	nan	Pune	Group of Angel Investors	Seed Funding	"2,50,000"	Yes
2555	26-08-15	PickMyLaundry	on-Demand Washing & Dry-Cleaning	nan	New Delhi	GHV Accelerator	Seed Funding	"1,00,000"	Yes
2556	26-08-15	Belita	On-Demand Beauty Service	nan	Mumbai	"India Quotient, LetsVenture investors, Lead Angels"	Seed Funding	"4,00,000"	Yes
2557	26-08-15	EzySolare	solar products and services marketplace	nan	Ahmedabad	Infuse Ventures	Seed Funding		No
2558	26-08-15	FoodTalkIndia	Online Food Community Platform	nan	Gurgaon	Undisclosed Investor	Seed Funding	"5,00,000"	Yes
2559	27-08-15	InstaSafe	Private Cloud Networks SAAS platform	nan	Bengaluru	Group of Investors	Seed Funding		No
2560	27-08-15	Eazy Coach	Education Marketplace	nan	Kolkata	Ravi Agarwal	Seed Funding		No
2561	27-08-15	Djubo.com	Cloud Based Hotel Sales Platform	nan	New Delhi	Ibibo Group	Private Equity		No
2562	28-08-15	BetterButter.in	online recipe sharing platform	nan	New Delhi	"Growx Ventures, Manish Singhal"	Seed Funding		No
2563	28-08-15	Vyomo	Beauty & Lifestyle Mobile Marketplace	nan	Bengaluru	Rocket Internet	Private Equity	"20,00,000"	Yes
2564	28-08-15	RollMafia	QSR Restaurant Chain	nan	Pune	Equentia Natural Resources	Seed Funding	"1,60,000"	Yes
2565	29-08-15	iamwire	Digital Media publishing platform	nan	Gurgaon	"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal"	Seed Funding		No
2566	31-08-15	DropKaffe	Online Coffee Delivery platform	nan	Bengaluru	"Manish Singhal, P39 Capital & Others"	Seed Funding	"3,00,000"	Yes
2567	31-08-15	Reverie	Language Localization Cloud platform	nan	Bengaluru	"Aspada Investment Advisors, Qualcomm Ventures"	Private Equity	"40,00,000"	Yes
2568	31-08-15	Infinite Analytics	Big Data & predictive Analysis Platform	nan	Mumbai	"Ratan Tata, Nikhil Vora & others"	Private Equity		No
2569	01-07-15	Parcelled	Online Logistics Platform	nan	Bengaluru	"Delhivery, Tracxn Labs"	Seed Funding		No
2570	01-07-15	Retigence Technologies	Business IT Intelligence Services	nan	Mumbai	Omnivore Partners	Private Equity		No
2571	01-07-15	Cloudcherry Analytics	CRM / Analytics platform	nan	Chennai	"The Chennai Angels, IDG Ventures India"	Seed Funding	"10,00,000"	Yes
2572	01/07/015	HandyHome	Hyperlocal Electronics repair Service	nan	Mumbai	"Bessemer Ventures, Kae Capital"	Seed Funding	"6,30,000"	Yes
2573	01-07-15	iDreamCareer	Ed-Tech Platform	nan	New Delhi	"ah! Ventures, Vivek Joshi, Mohit Satyanand & others"	Seed Funding		No
2574	01-07-15	Ola Cabs	Cab rental Mobile app	nan	Bengaluru	Ratan Tata	Private Equity		No
2575	01-07-15	NxtGen	IT infrastructure & Data Center services	nan	Bengaluru	"IFC, Axon Partners, Intel Capital"	Private Equity	"1,35,00,000"	Yes
2576	02-07-15	BankBazaar	Online Financial Services	nan	Chennai	"Amazon, Fidelity Growth Partners, Mousse Partners"	Private Equity	"6,00,00,000"	Yes
2577	02-07-15	Gozoomo	Used Car Marketplace	nan	Bengaluru	SAIF Partners	Private Equity	"50,00,000"	Yes
2578	02-07-15	Zenatix	Internet of Things platform	nan	Gurgaon	"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna"	Seed Funding	"1,61,000"	Yes
2579	03-07-15	CultureAlley	Language Learning App	nan	Jaipur	Tiger Global	Private Equity	"65,00,000"	Yes
2580	03-07-15	Goqii	Mobile Fitness Marketplace	nan	Mumbai	Vijay Shekhar Sharma	Private Equity		No
2581	03-07-15	Gingercrush	Custom Merchandize platform	nan	Ahmedabad	"Gokul Jaykrishna, Brand Capital"	Seed Funding	"10,00,000"	Yes
2582	04-07-15	Elanic	P2P Pre-owned goods marketplace	nan	Bengaluru	"Rebright Partners, Tracxn Labs, Aneesh Reddy"	Seed Funding		No
2583	04-07-15	Stitchwood	Custom Furniture Marketplace	nan	Mumbai	"Powai Lake Ventures, Ajeet Khurana & others"	Seed Funding	"3,95,000"	Yes
2584	05-07-15	Urban Tailor	Online Tailoring Services	nan	Bengaluru	Group of angel investors	Seed Funding		No
2585	06-07-15	ConfirmtTkt	Rail Ticket Confirmation predictor	nan	Bengaluru	Pravin Agarwala & others	Seed Funding		No
2586	06-07-15	Paper Boat	Ethnic Beverages manufacturer	nan	Gurgaon	"Sofina, Hillhouse Capital"	Private Equity	"3,00,00,000"	Yes
2587	06-07-15	getNow	Hyperlocal Goods marketplace	nan	Nagpur	Atulya Mittal	Seed Funding		No
2588	07-07-15	Wudstay	Budget Accommodation aggregator	nan	Gurgaon	"Mangroves Capital Partners, Vikas Saxena"	Private Equity	"30,00,000"	Yes
